Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
1354,25,87,648.547,716.948,48000.947,30,99.564,93.181,NA,12.65,0.011,-118.61,1.134
1355,25,88,645.013,710.89,49200.971,0,106.577,100.114,NA,7.013,0.006,-120.256,-1.646
1356,25,89,641.479,705.842,50400.995,61,112.739,106.125,NA,6.162,0.005,-124.992,-4.736
1357,25,90,637.946,702.308,51601.018,61,117.736,110.764,NA,4.997,0.004,-135,-10.008
1358,25,91,635.927,699.28,52801.042,30,121.376,114.35,NA,3.64,0.003,-123.69,11.31
1359,25,92,635.927,699.28,54001.066,91,121.376,114.35,NA,0,0,0,123.69
1360,25,93,635.927,699.28,55201.089,61,121.376,114.35,NA,0,0,0,0
1361,25,94,635.927,699.28,56401.113,30,121.376,114.35,NA,0,0,0,0
1362,25,95,634.917,696.755,57601.137,91,124.095,117.067,NA,2.718,0.002,-111.801,-111.801
1363,25,96,634.917,696.755,58801.16,61,124.095,117.067,NA,0,0,0,111.801
1364,25,97,633.907,695.746,60001.184,30,125.523,118.4,NA,1.428,0.001,-135,-135
1365,25,98,633.403,694.736,61201.208,30,126.651,119.528,NA,1.129,9.406E-4,-116.565,18.435
1366,25,99,633.403,694.736,62401.231,61,126.651,119.528,NA,0,0,0,116.565
1367,25,100,631.888,691.203,63601.255,30,130.496,123.372,NA,3.844,0.003,-113.199,-113.199
1368,25,101,629.869,686.659,64801.279,30,135.468,128.343,NA,4.972,0.004,-113.962,-0.764
1369,25,102,626.335,679.087,66001.302,30,143.824,136.698,NA,8.356,0.007,-115.017,-1.054
1370,25,103,622.297,671.011,67201.326,30,152.854,145.721,NA,9.03,0.008,-116.565,-1.548
1371,25,104,621.287,667.982,68401.35,30,156.046,148.897,NA,3.193,0.003,-108.435,8.13
1372,25,105,620.783,664.448,69601.374,30,159.616,152.33,NA,3.57,0.003,-98.13,10.305
1373,25,106,620.783,664.448,70801.397,0,159.616,152.33,NA,0,0,0,98.13
1374,25,107,620.783,664.448,72001.421,30,159.616,152.33,NA,0,0,0,0
1375,25,108,620.783,664.448,73201.445,61,159.616,152.33,NA,0,0,0,0
1376,25,109,620.783,664.448,74401.468,0,159.616,152.33,NA,0,0,0,0
1377,25,110,620.783,664.448,75601.492,0,159.616,152.33,NA,0,0,0,0
1378,25,111,620.783,664.448,76801.516,30,159.616,152.33,NA,0,0,0,0
1379,25,112,620.783,663.943,78001.539,30,160.121,152.792,NA,0.505,4.207E-4,-90,-90
1380,25,113,620.783,663.943,79201.563,30,160.121,152.792,NA,0,0,0,90
1381,25,114,620.783,663.438,80401.587,30,160.626,153.254,NA,0.505,4.207E-4,-90,-90
1382,25,115,620.783,663.438,81601.61,0,160.626,153.254,NA,0,0,0,90
1383,25,116,620.783,663.438,82801.634,0,160.626,153.254,NA,0,0,0,0
1384,25,117,620.783,663.438,84001.658,0,160.626,153.254,NA,0,0,0,0
1385,25,118,620.783,663.438,85201.681,0,160.626,153.254,NA,0,0,0,0
1386,25,119,621.287,661.924,86401.705,0,162.222,154.442,NA,1.596,0.001,-71.565,-71.565
1387,25,120,621.792,660.914,87601.729,0,163.351,155.172,NA,1.129,9.406E-4,-63.435,8.13
1388,25,121,621.792,660.914,88801.752,0,163.351,155.172,NA,0,0,0,63.435
1389,25,139,623.811,659.4,90001.776,30,165.875,155.797,NA,2.524,0.002,-36.87,-36.87
1390,25,140,623.811,656.876,91201.8,61,168.399,158.139,NA,2.524,0.002,-90,-53.13
1391,25,141,623.307,654.857,92401.823,30,170.48,160.202,NA,2.081,0.002,-104.036,-14.036
1392,25,142,622.297,652.838,93601.847,61,172.738,162.451,NA,2.258,0.002,-116.565,-12.529
1393,25,143,621.792,652.333,94801.871,30,173.451,163.107,NA,0.714,5.949E-4,-135,-18.435
1394,25,144,621.792,652.333,96001.895,61,173.451,163.107,NA,0,0,0,135
1395,25,145,621.792,652.333,97201.918,61,173.451,163.107,NA,0,0,0,0
1396,25,146,621.792,652.333,98401.942,61,173.451,163.107,NA,0,0,0,0
1397,25,147,621.792,652.333,99601.966,91,173.451,163.107,NA,0,0,0,0
1398,25,148,621.792,652.333,100801.989,122,173.451,163.107,NA,0,0,0,0
1399,25,149,621.792,652.333,102002.013,91,173.451,163.107,NA,0,0,0,0
1400,25,150,621.792,652.333,103202.037,30,173.451,163.107,NA,0,0,0,0
1401,25,151,621.287,650.314,104402.06,30,175.533,165.17,NA,2.081,0.002,-104.036,-104.036
1402,25,152,621.287,650.314,105602.084,0,175.533,165.17,NA,0,0,0,104.036
1403,25,153,620.278,647.285,106802.108,30,178.725,168.357,NA,3.193,0.003,-108.435,-108.435
1404,25,154,620.278,643.246,108002.131,30,182.764,172.117,NA,4.038,0.003,-90,18.435
1405,25,155,621.792,638.703,109202.155,30,187.553,175.835,NA,4.789,0.004,-71.565,18.435
1406,25,156,624.316,637.189,110402.179,30,190.496,176.411,NA,2.943,0.002,-30.964,40.601
1407,25,157,628.859,632.645,111602.202,0,196.922,179.299,NA,6.425,0.005,-45,-14.036
1408,25,158,629.869,630.121,112802.226,0,199.64,181.415,NA,2.718,0.002,-68.199,-23.199
1409,25,159,635.927,625.073,114002.25,61,207.525,184.637,NA,7.885,0.007,-39.806,28.393
1410,25,160,638.451,623.054,115202.273,30,210.758,185.98,NA,3.232,0.003,-38.66,1.146
1411,25,161,640.975,621.035,116402.297,30,213.99,187.369,NA,3.232,0.003,-38.66,0
1412,25,162,640.975,621.035,117602.321,30,213.99,187.369,NA,0,0,0,38.66
1413,25,163,641.479,620.53,118802.344,0,214.704,187.75,NA,0.714,5.949E-4,-45,-45
1414,25,164,641.479,620.53,120002.368,30,214.704,187.75,NA,0,0,0,45
1415,25,165,641.984,620.53,121202.392,30,215.209,187.641,NA,0.505,4.207E-4,0,0
1416,25,166,641.984,620.53,122402.416,30,215.209,187.641,NA,0,0,0,0
1417,25,167,641.984,620.53,123602.439,30,215.209,187.641,NA,0,0,0,0
1418,25,168,642.994,620.53,124802.463,0,216.218,187.426,NA,1.01,8.413E-4,0,0
1419,25,169,642.994,620.53,126002.487,30,216.218,187.426,NA,0,0,0,0
1420,25,170,642.994,620.53,127202.51,30,216.218,187.426,NA,0,0,0,0
1421,25,171,642.994,620.53,128402.534,30,216.218,187.426,NA,0,0,0,0
1422,25,172,642.994,620.53,129602.558,0,216.218,187.426,NA,0,0,0,0
1423,25,173,642.994,620.53,130802.581,0,216.218,187.426,NA,0,0,0,0
1424,26,1,797.211,777.777,13200.26,214,0,0,NA,NA,NA,NA,NA
1425,26,2,791.154,772.728,14400.284,91,7.885,7.885,NA,7.885,0.007,-140.194,NA
1426,26,3,785.601,766.671,15600.308,91,16.103,16.067,NA,8.218,0.007,-132.51,7.684
1427,26,4,783.077,763.642,16800.332,122,20.046,19.989,NA,3.943,0.003,-129.806,2.705
1428,26,5,776.01,757.584,18000.355,61,29.354,29.279,NA,9.308,0.008,-139.399,-9.593
1429,26,6,773.486,755.06,19200.379,91,32.923,32.847,NA,3.57,0.003,-135,4.399
1430,26,7,764.904,745.974,20400.403,61,45.422,45.334,NA,12.498,0.01,-133.363,1.637
1431,26,8,763.39,743.45,21600.426,30,48.365,48.19,NA,2.943,0.002,-120.964,12.4
1432,26,9,759.351,735.373,22800.45,30,57.395,56.846,NA,9.03,0.008,-116.565,4.399
1433,26,10,756.827,730.325,24000.474,30,63.039,62.31,NA,5.644,0.005,-116.565,0
1434,26,11,756.322,729.315,25200.497,61,64.168,63.407,NA,1.129,9.406E-4,-116.565,0
1435,26,12,755.818,728.306,26400.521,61,65.297,64.504,NA,1.129,9.406E-4,-116.565,0
1436,26,13,755.313,725.782,27600.545,30,67.871,66.775,NA,2.574,0.002,-101.31,15.255
1437,26,14,755.313,725.782,28800.568,91,67.871,66.775,NA,0,0,0,101.31
1438,26,15,754.303,724.267,30000.592,61,69.691,68.588,NA,1.82,0.002,-123.69,-123.69
1439,26,16,751.779,717.705,31200.616,122,76.722,75.317,NA,7.031,0.006,-111.038,12.653
1440,26,17,750.77,713.666,32400.639,61,80.885,79.164,NA,4.163,0.003,-104.036,7.001
1441,26,18,745.217,701.046,33600.663,91,94.672,92.688,NA,13.788,0.011,-113.749,-9.713
1442,26,19,740.169,690.445,34800.687,30,106.414,104.31,NA,11.741,0.01,-115.463,-1.714
1443,26,20,738.654,686.407,36000.71,61,110.727,108.523,NA,4.313,0.004,-110.556,4.907
1444,26,21,737.645,683.378,37200.734,91,113.919,111.621,NA,3.193,0.003,-108.435,2.121
1445,26,22,735.625,678.33,38400.758,91,119.356,116.972,NA,5.437,0.005,-111.801,-3.366
1446,26,23,733.606,672.777,39600.781,126,125.265,122.762,NA,5.909,0.005,-109.983,1.818
1447,26,24,733.606,672.777,40800.805,30,125.265,122.762,NA,0,0,0,109.983
1448,26,25,733.606,672.777,42000.829,30,125.265,122.762,NA,0,0,0,0
1449,26,26,733.606,672.777,43200.853,61,125.265,122.762,NA,0,0,0,0
1450,26,27,733.606,672.777,44400.876,61,125.265,122.762,NA,0,0,0,0
1451,26,28,733.606,672.777,45600.9,30,125.265,122.762,NA,0,0,0,0
1452,26,29,733.606,672.777,46800.924,61,125.265,122.762,NA,0,0,0,0
1453,26,30,733.606,672.777,48000.947,30,125.265,122.762,NA,0,0,0,0
1454,26,31,733.606,672.777,49200.971,61,125.265,122.762,NA,0,0,0,0
1455,26,32,733.606,672.777,50400.995,30,125.265,122.762,NA,0,0,0,0
1456,26,34,733.606,672.273,51601.018,30,125.77,123.194,NA,0.505,4.207E-4,-90,-90
1457,26,35,733.606,672.273,52801.042,61,125.77,123.194,NA,0,0,0,90
1458,26,36,733.606,672.273,54001.066,61,125.77,123.194,NA,0,0,0,0
1459,26,37,733.606,672.273,55201.089,61,125.77,123.194,NA,0,0,0,0
1460,26,38,733.606,670.758,56401.113,91,127.284,124.493,NA,1.514,0.001,-90,-90
1461,26,39,736.13,666.72,57601.137,61,132.046,126.746,NA,4.762,0.004,-57.995,32.005
1462,26,40,736.635,664.7,58801.16,30,134.128,128.28,NA,2.081,0.002,-75.964,-17.969
1463,26,41,736.635,662.176,60001.184,30,136.652,130.51,NA,2.524,0.002,-90,-14.036
1464,26,42,736.635,661.167,61201.208,0,137.661,131.405,NA,1.01,8.413E-4,-90,0
1465,26,43,736.635,661.167,62401.231,30,137.661,131.405,NA,0,0,0,90
1466,26,44,737.645,657.633,63601.255,30,141.336,134.099,NA,3.675,0.003,-74.055,-74.055
1467,26,45,738.149,656.624,64801.279,30,142.465,134.783,NA,1.129,9.406E-4,-63.435,10.62
1468,26,46,740.673,655.614,66001.302,0,145.184,134.611,NA,2.718,0.002,-21.801,41.634
1469,26,47,740.673,655.614,67201.326,30,145.184,134.611,NA,0,0,0,21.801
1470,26,48,742.188,653.595,68401.35,30,147.708,135.826,NA,2.524,0.002,-53.13,-53.13
1471,26,49,742.188,651.071,69601.374,30,150.232,138.137,NA,2.524,0.002,-90,-36.87
1472,26,50,742.188,649.052,70801.397,30,152.251,139.992,NA,2.019,0.002,-90,0
1473,26,51,742.188,649.052,72001.421,30,152.251,139.992,NA,0,0,0,90
1474,26,52,742.188,649.052,73201.445,30,152.251,139.992,NA,0,0,0,0
1475,26,53,742.188,649.052,74401.468,61,152.251,139.992,NA,0,0,0,0
1476,26,54,742.188,649.052,75601.492,30,152.251,139.992,NA,0,0,0,0
1477,26,55,742.188,649.052,76801.516,30,152.251,139.992,NA,0,0,0,0
1478,26,56,742.188,649.052,78001.539,61,152.251,139.992,NA,0,0,0,0
1479,26,57,742.188,649.052,79201.563,30,152.251,139.992,NA,0,0,0,0
1480,26,58,742.188,649.052,80401.587,0,152.251,139.992,NA,0,0,0,0
1481,26,59,742.188,649.052,81601.61,0,152.251,139.992,NA,0,0,0,0
1482,26,60,742.188,649.052,82801.634,0,152.251,139.992,NA,0,0,0,0
1483,26,61,742.188,649.052,84001.658,30,152.251,139.992,NA,0,0,0,0
1484,26,62,742.188,649.052,85201.681,30,152.251,139.992,NA,0,0,0,0
1485,26,63,742.188,649.052,86401.705,30,152.251,139.992,NA,0,0,0,0
1486,26,64,742.188,649.052,87601.729,30,152.251,139.992,NA,0,0,0,0
1487,26,65,742.188,649.052,88801.752,0,152.251,139.992,NA,0,0,0,0
1488,26,66,742.188,649.052,90001.776,30,152.251,139.992,NA,0,0,0,0
1489,27,1,851.73,747.488,37200.734,91,0,0,NA,NA,NA,NA,NA
1490,27,2,847.187,741.431,38400.758,91,7.572,7.572,NA,7.572,0.006,-126.87,NA
1491,27,3,844.663,739.411,39600.781,122,10.804,10.732,NA,3.232,0.003,-141.34,-14.47
1492,27,4,840.625,733.354,40800.805,153,18.085,17.976,NA,7.28,0.006,-123.69,17.65
1493,27,5,839.615,730.325,42000.829,245,21.277,21.009,NA,3.193,0.003,-108.435,15.255
1494,27,6,839.11,728.811,43200.853,122,22.874,22.542,NA,1.596,0.001,-108.435,0
1495,27,7,839.11,727.296,44400.876,183,24.388,23.812,NA,1.514,0.001,-90,18.435
1496,27,8,838.605,723.763,45600.9,153,27.958,27.114,NA,3.57,0.003,-98.13,-8.13
1497,27,9,837.596,720.229,46800.924,255,31.633,30.706,NA,3.675,0.003,-105.945,-7.815
1498,27,10,837.596,716.695,48000.947,214,35.166,33.882,NA,3.534,0.003,-90,15.945
1499,27,11,836.586,715.686,49200.971,122,36.594,35.224,NA,1.428,0.001,-135,-45
1500,27,12,836.586,709.123,50400.995,61,43.157,41.246,NA,6.562,0.005,-90,45
1501,27,13,835.577,707.104,51601.018,61,45.414,43.495,NA,2.258,0.002,-116.565,-26.565
1502,27,14,835.072,706.094,52801.042,61,46.543,44.62,NA,1.129,9.406E-4,-116.565,0
1503,27,16,835.577,704.075,54001.066,30,48.624,46.321,NA,2.081,0.002,-75.964,40.601
1504,27,17,830.024,684.893,55201.089,214,68.594,66.252,NA,19.97,0.017,-106.144,-30.181
1505,27,18,828.509,679.845,56401.113,91,73.865,71.518,NA,5.27,0.004,-106.699,-0.555
1506,27,19,828.509,679.845,57601.137,91,73.865,71.518,NA,0,0,0,106.699
1507,27,20,824.976,674.292,58801.16,122,80.446,77.933,NA,6.582,0.005,-122.471,-122.471
1508,27,21,823.966,669.748,60001.184,61,85.101,82.549,NA,4.654,0.004,-102.529,19.942
1509,27,22,821.442,663.186,61201.208,122,92.132,89.578,NA,7.031,0.006,-111.038,-8.509
1510,27,23,819.423,658.643,62401.231,61,97.103,94.537,NA,4.972,0.004,-113.962,-2.925
1511,27,24,818.413,654.604,63601.255,91,101.266,98.678,NA,4.163,0.003,-104.036,9.926
1512,27,25,814.375,645.518,64801.279,91,111.21,108.597,NA,9.943,0.008,-113.962,-9.926
1513,27,26,812.356,641.984,66001.302,61,115.279,112.612,NA,4.07,0.003,-119.745,-5.782
1514,27,27,811.346,637.946,67201.326,91,119.442,116.749,NA,4.163,0.003,-104.036,15.709
1515,27,28,809.832,629.364,68401.35,91,128.156,125.335,NA,8.714,0.007,-100.008,4.028
1516,27,29,808.822,624.821,69601.374,61,132.81,129.955,NA,4.654,0.004,-102.529,-2.521
1517,27,30,808.822,623.811,70801.397,61,133.82,130.909,NA,1.01,8.413E-4,-90,12.529
1518,27,31,809.327,620.278,72001.421,122,137.39,134.092,NA,3.57,0.003,-81.87,8.13
1519,27,32,809.832,619.268,73201.445,91,138.518,134.892,NA,1.129,9.406E-4,-63.435,18.435
1520,27,33,809.832,614.22,74401.468,91,143.566,139.699,NA,5.048,0.004,-90,-26.565
1521,27,34,809.832,605.638,75601.492,153,152.148,147.908,NA,8.582,0.007,-90,0
1522,27,35,805.793,593.018,76801.516,122,165.399,161.156,NA,13.25,0.011,-107.745,-17.745
1523,27,36,805.288,592.009,78001.539,122,166.527,162.268,NA,1.129,9.406E-4,-116.565,-8.82
1524,27,37,805.288,592.009,79201.563,122,166.527,162.268,NA,0,0,0,116.565
1525,27,38,805.288,592.009,80401.587,91,166.527,162.268,NA,0,0,0,0
1526,27,39,805.288,592.009,81601.61,122,166.527,162.268,NA,0,0,0,0
1527,27,40,805.288,592.009,82801.634,122,166.527,162.268,NA,0,0,0,0
1528,27,41,805.288,589.989,84001.658,61,168.547,164.203,NA,2.019,0.002,-90,-90
1529,27,42,804.784,583.427,85201.681,30,175.128,170.646,NA,6.582,0.005,-94.399,-4.399
1530,27,43,803.774,577.874,86401.705,61,180.772,176.263,NA,5.644,0.005,-100.305,-5.906
1531,27,44,803.774,577.874,87601.729,30,180.772,176.263,NA,0,0,0,100.305
1532,27,45,803.774,577.874,88801.752,122,180.772,176.263,NA,0,0,0,0
1533,27,46,803.774,577.874,90001.776,61,180.772,176.263,NA,0,0,0,0
1534,27,47,803.774,577.874,91201.8,91,180.772,176.263,NA,0,0,0,0
1535,27,48,803.774,577.874,92401.823,91,180.772,176.263,NA,0,0,0,0
1536,27,49,803.774,577.874,93601.847,61,180.772,176.263,NA,0,0,0,0
1537,27,50,803.774,577.874,94801.871,30,180.772,176.263,NA,0,0,0,0
1538,27,51,803.774,577.874,96001.895,30,180.772,176.263,NA,0,0,0,0
1539,27,52,803.774,577.874,97201.918,61,180.772,176.263,NA,0,0,0,0
1540,27,53,803.774,577.874,98401.942,30,180.772,176.263,NA,0,0,0,0
1541,27,54,803.774,577.874,99601.966,30,180.772,176.263,NA,0,0,0,0
1542,27,55,803.774,577.874,100801.989,61,180.772,176.263,NA,0,0,0,0
1543,27,56,803.774,577.874,102002.013,30,180.772,176.263,NA,0,0,0,0
1544,27,57,803.774,577.874,103202.037,30,180.772,176.263,NA,0,0,0,0
1545,27,58,803.774,577.874,104402.06,30,180.772,176.263,NA,0,0,0,0
1546,28,1,947.138,716.695,54001.066,61,0,0,NA,NA,NA,NA,NA
1547,28,2,943.605,713.666,55201.089,30,4.654,4.654,NA,4.654,0.004,-139.399,NA
1548,28,3,939.061,703.066,56401.113,91,16.187,15.843,NA,11.533,0.01,-113.199,26.2
1549,28,4,938.052,701.551,57601.137,91,18.008,17.661,NA,1.82,0.002,-123.69,-10.491
1550,28,5,937.042,701.046,58801.16,61,19.136,18.623,NA,1.129,9.406E-4,-153.435,-29.745
1551,28,6,936.033,698.522,60001.184,91,21.855,21.298,NA,2.718,0.002,-111.801,41.634
1552,28,7,927.451,685.397,61201.208,122,37.536,36.975,NA,15.681,0.013,-123.179,-11.377
1553,28,8,925.936,677.825,62401.231,61,45.258,44.276,NA,7.722,0.006,-101.31,21.869
1554,28,9,921.898,660.157,63601.255,153,63.382,61.916,NA,18.124,0.015,-102.875,-1.565
1555,28,10,921.898,658.643,64801.279,61,64.896,63.302,NA,1.514,0.001,-90,12.875
1556,28,11,921.393,656.119,66001.302,91,67.47,65.82,NA,2.574,0.002,-101.31,-11.31
1557,28,12,921.393,656.119,67201.326,30,67.47,65.82,NA,0,0,0,101.31
1558,28,13,921.393,656.119,68401.35,61,67.47,65.82,NA,0,0,0,0
1559,28,14,918.869,641.984,69601.374,61,81.829,79.88,NA,14.358,0.012,-100.125,-100.125
1560,28,15,915.336,627.85,70801.397,122,96.398,94.366,NA,14.57,0.012,-104.036,-3.912
1561,28,16,911.297,606.143,72001.421,122,118.477,116.217,NA,22.079,0.018,-100.539,3.497
1562,28,17,909.278,605.638,73201.445,122,120.558,117.333,NA,2.081,0.002,-165.964,-65.425
1563,28,18,908.773,601.6,74401.468,153,124.628,121.321,NA,4.07,0.003,-97.125,68.839
1564,28,19,907.259,597.562,75601.492,91,128.941,125.631,NA,4.313,0.004,-110.556,-13.431
1565,28,32,905.239,574.845,76801.516,61,151.747,147.908,NA,22.806,0.019,-95.08,15.476
1566,28,33,905.239,573.836,78001.539,61,152.757,148.877,NA,1.01,8.413E-4,-90,5.08
1567,28,34,904.23,570.302,79201.563,61,156.432,152.552,NA,3.675,0.003,-105.945,-15.945
1568,28,35,902.211,564.749,80401.587,91,162.34,158.449,NA,5.909,0.005,-109.983,-4.038
1569,28,36,902.211,563.235,81601.61,30,163.855,159.902,NA,1.514,0.001,-90,19.983
1570,28,37,902.211,563.235,82801.634,61,163.855,159.902,NA,0,0,0,90
1571,28,38,902.211,563.235,84001.658,153,163.855,159.902,NA,0,0,0,0
1572,28,39,900.696,559.196,85201.681,153,168.168,164.203,NA,4.313,0.004,-110.556,-110.556
1573,28,40,897.667,552.129,86401.705,91,175.857,171.841,NA,7.689,0.006,-113.199,-2.643
1574,28,41,897.163,549.1,87601.729,122,178.927,174.887,NA,3.071,0.003,-99.462,13.736
1575,28,42,896.658,547.081,88801.752,30,181.009,176.967,NA,2.081,0.002,-104.036,-4.574
1576,28,43,894.639,535.471,90001.776,122,192.793,188.676,NA,11.785,0.01,-99.866,4.17
1577,28,44,894.134,531.937,91201.8,61,196.363,192.211,NA,3.57,0.003,-98.13,1.736
1578,28,45,893.124,529.413,92401.823,91,199.081,194.916,NA,2.718,0.002,-111.801,-13.671
1579,28,48,893.124,525.375,93601.847,30,203.12,198.799,NA,4.038,0.003,-90,21.801
1580,28,49,889.591,522.346,94801.871,61,207.774,202.691,NA,4.654,0.004,-139.399,-49.399
1581,28,50,885.047,510.23,96001.895,61,220.713,215.599,NA,12.939,0.011,-110.556,28.843
1582,28,51,885.047,510.23,97201.918,30,220.713,215.599,NA,0,0,0,110.556
1583,28,52,885.047,510.23,98401.942,61,220.713,215.599,NA,0,0,0,0
1584,28,53,884.543,507.706,99601.966,30,223.287,218.162,NA,2.574,0.002,-101.31,-101.31
1585,28,54,884.543,507.202,100801.989,91,223.792,218.645,NA,0.505,4.207E-4,-90,11.31
1586,28,55,884.543,507.202,102002.013,61,223.792,218.645,NA,0,0,0,90
1587,28,56,884.543,507.202,103202.037,61,223.792,218.645,NA,0,0,0,0
1588,28,57,884.543,507.202,104402.06,30,223.792,218.645,NA,0,0,0,0
1589,28,58,884.543,507.202,105602.084,30,223.792,218.645,NA,0,0,0,0
1590,28,59,884.543,507.202,106802.108,30,223.792,218.645,NA,0,0,0,0
1591,28,60,884.543,507.202,108002.131,61,223.792,218.645,NA,0,0,0,0
1592,28,61,884.543,507.202,109202.155,61,223.792,218.645,NA,0,0,0,0
1593,28,62,884.543,507.202,110402.179,61,223.792,218.645,NA,0,0,0,0
1594,28,63,884.543,507.202,111602.202,61,223.792,218.645,NA,0,0,0,0
1595,29,1,1060.214,683.378,61201.208,61,0,0,NA,NA,NA,NA,NA
1596,29,2,1061.729,681.359,62401.231,30,2.524,2.524,NA,2.524,0.002,-53.13,NA
1597,29,3,1061.729,681.359,63601.255,30,2.524,2.524,NA,0,0,0,53.13
1598,29,4,1062.738,679.34,64801.279,91,4.782,4.762,NA,2.258,0.002,-63.435,-63.435
1599,29,5,1063.748,676.311,66001.302,153,7.974,7.901,NA,3.193,0.003,-71.565,-8.13
1600,29,6,1063.748,676.311,67201.326,91,7.974,7.901,NA,0,0,0,71.565
1601,29,7,1064.757,674.797,68401.35,153,9.794,9.71,NA,1.82,0.002,-56.31,-56.31
1602,29,8,1065.262,673.282,69601.374,61,11.391,11.288,NA,1.596,0.001,-71.565,-15.255
1603,29,9,1065.262,673.282,70801.397,30,11.391,11.288,NA,0,0,0,71.565
1604,29,10,1065.262,672.777,72001.421,30,11.895,11.741,NA,0.505,4.207E-4,-90,-90
1605,29,11,1066.272,670.253,73201.445,30,14.614,14.455,NA,2.718,0.002,-68.199,21.801
1606,29,12,1066.777,668.739,74401.468,61,16.21,16.043,NA,1.596,0.001,-71.565,-3.366
1607,29,13,1067.282,667.224,75601.492,91,17.807,17.632,NA,1.596,0.001,-71.565,0
1608,29,14,1067.282,663.186,76801.516,122,21.845,21.393,NA,4.038,0.003,-90,-18.435
1609,29,15,1067.282,661.167,78001.539,91,23.864,23.309,NA,2.019,0.002,-90,0
1610,29,16,1067.282,661.167,79201.563,91,23.864,23.309,NA,0,0,0,90
1611,29,17,1067.282,656.119,80401.587,61,28.912,28.161,NA,5.048,0.004,-90,-90
1612,29,18,1064.757,650.566,81601.61,61,35.012,33.125,NA,6.1,0.005,-114.444,-24.444
1613,29,19,1063.748,647.032,82801.634,91,38.687,36.517,NA,3.675,0.003,-105.945,8.499
1614,29,20,1063.748,647.032,84001.658,122,38.687,36.517,NA,0,0,0,105.945
1615,29,21,1063.748,647.032,85201.681,0,38.687,36.517,NA,0,0,0,0
1616,29,22,1063.748,647.032,86401.705,61,38.687,36.517,NA,0,0,0,0
1617,29,23,1063.748,647.032,87601.729,30,38.687,36.517,NA,0,0,0,0
1618,29,24,1063.748,647.032,88801.752,30,38.687,36.517,NA,0,0,0,0
1619,29,25,1063.748,647.032,90001.776,30,38.687,36.517,NA,0,0,0,0
1620,29,26,1063.748,647.032,91201.8,30,38.687,36.517,NA,0,0,0,0
1621,29,27,1063.748,647.032,92401.823,61,38.687,36.517,NA,0,0,0,0
1622,29,28,1063.748,647.032,93601.847,61,38.687,36.517,NA,0,0,0,0
1623,29,29,1063.748,645.518,94801.871,30,40.201,38.025,NA,1.514,0.001,-90,-90
1624,29,30,1063.748,640.47,96001.895,61,45.249,43.054,NA,5.048,0.004,-90,0
1625,29,31,1063.748,634.917,97201.918,61,50.802,48.59,NA,5.553,0.005,-90,0
1626,29,32,1064.757,633.403,98401.942,122,52.622,50.182,NA,1.82,0.002,-56.31,33.69
1627,29,33,1066.272,621.287,99601.966,61,64.832,62.386,NA,12.21,0.01,-82.875,-26.565
1628,29,34,1065.262,610.182,100801.989,153,75.983,73.37,NA,11.151,0.009,-95.194,-12.319
1629,29,35,1064.757,604.629,102002.013,122,81.559,78.88,NA,5.576,0.005,-95.194,0
1630,29,36,1064.253,601.095,103202.037,61,85.129,82.382,NA,3.57,0.003,-98.13,-2.936
1631,29,37,1064.253,598.066,104402.06,91,88.157,85.407,NA,3.029,0.003,-90,8.13
1632,29,38,1063.243,593.018,105602.084,30,93.305,90.411,NA,5.148,0.004,-101.31,-11.31
1633,29,39,1061.729,589.485,106802.108,91,97.15,93.906,NA,3.844,0.003,-113.199,-11.889
1634,29,40,1061.224,586.456,108002.131,91,100.22,96.928,NA,3.071,0.003,-99.462,13.736
1635,29,41,1057.185,582.417,109202.155,91,105.932,101.006,NA,5.711,0.005,-135,-35.538
1636,29,42,1053.652,566.264,110402.179,153,122.467,117.298,NA,16.536,0.014,-102.339,32.661
1637,29,43,1050.623,554.148,111602.202,122,134.956,129.585,NA,12.488,0.01,-104.036,-1.697
1638,29,44,1049.613,546.576,112802.226,61,142.595,137.212,NA,7.639,0.006,-97.595,6.442
1639,29,45,1047.594,541.024,114002.25,91,148.503,142.913,NA,5.909,0.005,-109.983,-12.388
1640,29,46,1047.089,536.48,115202.273,61,153.074,147.483,NA,4.571,0.004,-96.34,13.643
1641,29,47,1043.051,520.831,116402.297,122,169.236,163.45,NA,16.162,0.013,-104.47,-8.13
1642,29,48,1043.051,513.259,117602.321,61,176.808,170.983,NA,7.572,0.006,-90,14.47
1643,29,49,1043.051,509.221,118802.344,91,180.846,175.001,NA,4.038,0.003,-90,0
1644,29,50,1043.051,508.716,120002.368,122,181.351,175.503,NA,0.505,4.207E-4,-90,0
1645,29,51,1043.051,506.697,121202.392,91,183.37,177.513,NA,2.019,0.002,-90,0
1646,29,52,1043.051,505.182,122402.416,61,184.885,179.02,NA,1.514,0.001,-90,0
1647,29,53,1043.051,502.154,123602.439,61,187.914,182.036,NA,3.029,0.003,-90,0
1648,29,54,1043.051,500.134,124802.463,0,189.933,184.046,NA,2.019,0.002,-90,0
1649,29,55,1042.041,497.61,126002.487,61,192.651,186.655,NA,2.718,0.002,-111.801,-21.801
1650,29,56,1041.032,494.077,127202.51,61,196.326,190.271,NA,3.675,0.003,-105.945,5.856
