Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
1996,22,114,704.201,496.348,87904.543,62,207.517,198.894,NA,0,0,0,90
1997,22,115,704.201,496.348,88829.854,46,207.517,198.894,NA,0,0,0,0
1998,22,116,704.201,496.348,89755.164,58,207.517,198.894,NA,0,0,0,0
1999,22,117,703.823,494.455,90680.475,26,209.448,200.791,NA,1.931,0.002,-101.31,-101.31
2000,22,118,703.823,492.941,91605.786,64,210.962,202.197,NA,1.514,0.002,-90,11.31
2001,22,119,703.823,492.941,92531.097,40,210.962,202.197,NA,0,0,0,90
2002,22,120,703.823,491.805,93456.408,58,212.098,203.252,NA,1.136,0.001,-90,-90
2003,22,121,703.823,491.805,94381.719,62,212.098,203.252,NA,0,0,0,90
2004,22,122,703.823,490.669,95307.03,41,213.234,204.308,NA,1.136,0.001,-90,-90
2005,22,123,703.823,490.669,96232.341,35,213.234,204.308,NA,0,0,0,90
2006,24,1,584.941,952.439,0,91,0,0,NA,NA,NA,NA,NA
2007,24,2,584.437,951.429,925.311,102,1.129,1.129,NA,1.129,0.001,-116.565,NA
2008,24,3,582.922,950.924,1850.622,239,2.725,2.524,NA,1.596,0.002,-161.565,-45
2009,24,4,581.408,950.924,2775.933,104,4.24,3.844,NA,1.514,0.002,180,-18.435
2010,24,5,579.893,949.915,3701.244,140,6.06,5.644,NA,1.82,0.002,-146.31,33.69
2011,24,6,577.369,949.41,4626.555,89,8.634,8.155,NA,2.574,0.003,-168.69,-22.38
2012,24,7,572.826,947.895,5551.866,236,13.423,12.939,NA,4.789,0.005,-161.565,7.125
2013,24,8,568.788,947.895,6477.177,149,17.461,16.78,NA,4.038,0.004,180,-18.435
2014,24,9,566.769,947.895,7402.488,174,19.48,18.732,NA,2.019,0.002,180,0
2015,24,10,566.769,947.895,8327.799,160,19.48,18.732,NA,0,0,0,-180
2016,24,11,566.769,947.895,9253.11,184,19.48,18.732,NA,0,0,0,0
2017,24,12,566.769,947.895,10178.421,247,19.48,18.732,NA,0,0,0,0
2018,24,13,566.769,947.895,11103.732,160,19.48,18.732,NA,0,0,0,0
2019,24,14,564.749,947.895,12029.043,250,21.499,20.697,NA,2.019,0.002,180,180
2020,24,15,562.73,947.895,12954.354,183,23.519,22.671,NA,2.019,0.002,180,0
2021,24,16,562.73,947.895,13879.665,138,23.519,22.671,NA,0,0,0,-180
2022,24,17,562.73,947.895,14804.976,106,23.519,22.671,NA,0,0,0,0
2023,24,18,559.701,948.4,15730.287,131,26.589,25.561,NA,3.071,0.003,170.538,170.538
2024,24,19,551.624,948.4,16655.598,142,34.666,33.561,NA,8.077,0.009,180,9.462
2025,24,20,543.043,951.429,17580.909,186,43.767,41.911,NA,9.1,0.01,160.56,-19.44
2026,24,21,537.995,951.934,18506.219,147,48.84,46.949,NA,5.073,0.005,174.289,13.729
2027,24,22,530.423,951.934,19431.53,84,56.412,54.521,NA,7.572,0.008,180,5.711
2028,24,23,526.889,952.943,20356.841,71,60.087,58.055,NA,3.675,0.004,164.055,-15.945
2029,24,24,523.355,955.467,21282.152,129,64.429,61.661,NA,4.342,0.005,144.462,-19.592
2030,24,25,521.841,955.467,22207.463,197,65.944,63.173,NA,1.514,0.002,180,35.538
2031,24,26,520.831,955.972,23132.774,158,67.073,64.207,NA,1.129,0.001,153.435,-26.565
2032,24,27,520.831,955.972,24058.085,121,67.073,64.207,NA,0,0,0,-153.435
2033,24,28,517.803,956.477,24983.396,83,70.143,67.26,NA,3.071,0.003,170.538,170.538
2034,24,29,515.783,959.001,25908.707,80,73.376,69.469,NA,3.232,0.003,128.66,-41.878
2035,24,30,515.783,959.001,26834.018,157,73.376,69.469,NA,0,0,0,-128.66
2036,24,31,507.202,961.02,27759.329,121,82.192,78.212,NA,8.816,0.01,166.759,166.759
2037,24,32,495.591,961.02,28684.64,87,93.802,89.761,NA,11.61,0.013,180,13.241
2038,24,33,489.534,961.02,29609.951,174,99.86,95.793,NA,6.058,0.007,180,0
2039,24,34,483.981,961.02,30535.262,129,105.413,101.325,NA,5.553,0.006,180,0
2040,24,35,483.981,961.02,31460.573,60,105.413,101.325,NA,0,0,0,-180
2041,24,36,477.923,961.02,32385.884,114,111.47,107.362,NA,6.058,0.007,180,180
2042,24,37,473.885,960.011,33311.195,102,115.633,111.315,NA,4.163,0.004,-165.964,14.036
2043,24,38,467.827,955.972,34236.506,124,122.913,117.168,NA,7.28,0.008,-146.31,19.654
2044,24,39,461.265,953.953,35161.817,162,129.779,123.686,NA,6.866,0.007,-162.897,-16.587
2045,24,40,455.207,952.439,36087.128,154,136.023,129.735,NA,6.244,0.007,-165.964,-3.066
2046,24,41,450.159,950.924,37012.439,152,141.294,134.791,NA,5.27,0.006,-163.301,2.663
2047,24,42,447.635,949.915,37937.75,122,144.012,137.33,NA,2.718,0.003,-158.199,5.102
2048,24,43,447.635,949.915,38863.061,165,144.012,137.33,NA,0,0,0,158.199
2049,24,44,447.635,949.915,39788.372,101,144.012,137.33,NA,0,0,0,0
2050,24,45,447.635,949.915,40713.683,141,144.012,137.33,NA,0,0,0,0
2051,24,46,447.635,949.915,41638.994,86,144.012,137.33,NA,0,0,0,0
2052,24,47,447.635,949.915,42564.305,113,144.012,137.33,NA,0,0,0,0
2053,24,48,447.635,949.915,43489.616,98,144.012,137.33,NA,0,0,0,0
2054,24,49,447.635,949.915,44414.927,46,144.012,137.33,NA,0,0,0,0
2055,24,50,447.635,949.915,45340.238,93,144.012,137.33,NA,0,0,0,0
2056,24,51,447.13,949.915,46265.549,127,144.517,137.835,NA,0.505,5.456E-4,180,180
2057,24,52,447.13,949.915,47190.86,108,144.517,137.835,NA,0,0,0,-180
2058,24,53,446.12,949.41,48116.171,115,145.646,138.854,NA,1.129,0.001,-153.435,-153.435
2059,24,54,446.12,949.41,49041.482,81,145.646,138.854,NA,0,0,0,153.435
2060,24,55,445.616,949.41,49966.793,121,146.151,139.359,NA,0.505,5.456E-4,180,180
2061,24,56,436.024,943.857,50892.104,215,157.233,149.164,NA,11.083,0.012,-149.931,30.069
2062,24,57,433.5,942.343,51817.415,72,160.177,151.777,NA,2.943,0.003,-149.036,0.895
2063,24,58,426.938,937.295,52742.726,164,168.456,158.728,NA,8.279,0.009,-142.431,6.605
2064,24,59,419.366,934.771,53668.036,129,176.438,166.516,NA,7.982,0.009,-161.565,-19.134
2065,24,60,413.308,930.732,54593.347,141,183.718,173,NA,7.28,0.008,-146.31,15.255
2066,24,61,410.784,927.198,55518.658,182,188.061,175.977,NA,4.342,0.005,-125.538,20.772
2067,24,62,408.765,925.684,56443.969,128,190.585,178.196,NA,2.524,0.003,-143.13,-17.592
2068,24,63,408.765,925.684,57369.28,47,190.585,178.196,NA,0,0,0,143.13
2069,24,64,408.765,925.684,58294.591,117,190.585,178.196,NA,0,0,0,0
2070,24,65,408.765,925.684,59219.902,85,190.585,178.196,NA,0,0,0,0
2071,24,66,408.765,925.684,60145.213,87,190.585,178.196,NA,0,0,0,0
2072,24,67,406.241,925.179,61070.524,75,193.159,180.768,NA,2.574,0.003,-168.69,-168.69
2073,24,68,405.736,925.179,61995.835,120,193.664,181.267,NA,0.505,5.456E-4,180,-11.31
2074,24,69,405.231,924.674,62921.146,92,194.377,181.842,NA,0.714,7.715E-4,-135,45
2075,24,70,405.231,924.674,63846.457,133,194.377,181.842,NA,0,0,0,135
2076,24,71,403.212,922.655,64771.768,157,197.233,184.154,NA,2.856,0.003,-135,-135
2077,24,72,403.212,922.655,65697.079,135,197.233,184.154,NA,0,0,0,135
2078,24,73,402.707,922.655,66622.39,192,197.738,184.652,NA,0.505,5.456E-4,180,180
2079,24,74,399.678,921.141,67547.701,145,201.124,187.888,NA,3.386,0.004,-153.435,26.565
2080,24,75,397.659,919.626,68473.012,159,203.648,190.135,NA,2.524,0.003,-143.13,10.305
2081,24,76,397.659,919.626,69398.323,182,203.648,190.135,NA,0,0,0,143.13
2082,24,77,397.659,919.626,70323.634,90,203.648,190.135,NA,0,0,0,0
2083,24,78,397.659,919.626,71248.945,119,203.648,190.135,NA,0,0,0,0
2084,24,79,396.145,918.112,72174.256,98,205.79,191.892,NA,2.142,0.002,-135,-135
2085,24,80,392.611,916.598,73099.567,121,209.634,195.641,NA,3.844,0.004,-156.801,-21.801
2086,24,81,390.592,916.598,74024.878,103,211.654,197.627,NA,2.019,0.002,180,-23.199
2087,24,82,387.058,915.083,74950.189,158,215.498,201.378,NA,3.844,0.004,-156.801,23.199
2088,24,83,378.981,911.55,75875.5,102,224.314,209.98,NA,8.816,0.01,-156.371,0.431
2089,24,84,378.981,911.55,76800.811,198,224.314,209.98,NA,0,0,0,156.371
2090,24,85,376.457,910.54,77726.122,67,227.033,212.652,NA,2.718,0.003,-158.199,-158.199
2091,24,86,374.943,909.026,78651.433,191,229.174,214.439,NA,2.142,0.002,-135,23.199
2092,24,87,371.409,907.511,79576.744,38,233.019,218.207,NA,3.844,0.004,-156.801,-21.801
2093,24,88,371.409,907.511,80502.055,134,233.019,218.207,NA,0,0,0,156.801
2094,24,89,368.885,905.492,81427.366,86,236.251,221.098,NA,3.232,0.003,-141.34,-141.34
2095,24,90,367.371,904.987,82352.677,75,237.847,222.685,NA,1.596,0.002,-161.565,-20.225
2096,24,91,358.789,901.453,83277.988,143,247.128,231.828,NA,9.281,0.01,-157.62,3.945
2097,24,92,355.256,899.434,84203.299,90,251.198,235.722,NA,4.07,0.004,-150.255,7.365
2098,24,93,355.256,899.434,85128.61,40,251.198,235.722,NA,0,0,0,150.255
2099,24,94,355.256,899.434,86053.921,78,251.198,235.722,NA,0,0,0,0
2100,24,95,345.664,894.386,86979.232,101,262.036,246.219,NA,10.839,0.012,-152.241,-152.241
2101,24,96,345.16,894.386,87904.543,55,262.541,246.709,NA,0.505,5.456E-4,180,-27.759
2102,24,97,344.15,892.872,88829.854,33,264.361,248.05,NA,1.82,0.002,-123.69,56.31
2103,24,98,344.15,892.872,89755.164,33,264.361,248.05,NA,0,0,0,123.69
2104,24,99,344.15,892.872,90680.475,53,264.361,248.05,NA,0,0,0,0
2105,24,100,344.15,892.872,91605.786,71,264.361,248.05,NA,0,0,0,0
2106,24,101,344.15,892.872,92531.097,76,264.361,248.05,NA,0,0,0,0
2107,24,102,344.15,892.872,93456.408,89,264.361,248.05,NA,0,0,0,0
2108,24,103,341.121,888.833,94381.719,106,269.409,251.98,NA,5.048,0.005,-126.87,-126.87
2109,24,104,334.559,883.785,95307.03,55,277.689,259.624,NA,8.279,0.009,-142.431,-15.562
2110,24,105,333.549,881.261,96232.341,68,280.407,261.274,NA,2.718,0.003,-111.801,30.63
2111,24,106,333.044,878.737,97157.652,95,282.981,262.458,NA,2.574,0.003,-101.31,10.491
2112,24,107,331.025,875.204,98082.963,94,287.051,265.403,NA,4.07,0.004,-119.745,-18.435
2113,24,108,330.016,874.699,99008.274,78,288.18,266.516,NA,1.129,0.001,-153.435,-33.69
2114,24,109,329.511,874.194,99933.585,64,288.894,267.146,NA,0.714,7.715E-4,-135,18.435
2115,24,110,329.511,874.194,100858.896,101,288.894,267.146,NA,0,0,0,135
2116,24,111,329.511,874.194,101784.207,85,288.894,267.146,NA,0,0,0,0
2117,24,112,329.511,874.194,102709.518,62,288.894,267.146,NA,0,0,0,0
2118,24,113,329.511,874.194,103634.829,104,288.894,267.146,NA,0,0,0,0
2119,24,114,329.511,874.194,104560.14,75,288.894,267.146,NA,0,0,0,0
2120,24,115,329.511,874.194,105485.451,70,288.894,267.146,NA,0,0,0,0
2121,24,116,329.511,874.194,106410.762,57,288.894,267.146,NA,0,0,0,0
2122,24,117,329.511,874.194,107336.073,100,288.894,267.146,NA,0,0,0,0
2123,24,118,329.511,874.194,108261.384,136,288.894,267.146,NA,0,0,0,0
2124,24,119,329.511,874.194,109186.695,90,288.894,267.146,NA,0,0,0,0
2125,24,120,326.987,871.67,110112.006,77,292.463,270.304,NA,3.57,0.004,-135,-135
2126,24,121,325.977,871.67,111037.317,86,293.473,271.268,NA,1.01,0.001,180,-45
2127,24,122,324.463,870.156,111962.628,81,295.615,273.166,NA,2.142,0.002,-135,45
2128,24,123,324.463,870.156,112887.939,86,295.615,273.166,NA,0,0,0,135
2129,24,124,324.463,870.156,113813.25,65,295.615,273.166,NA,0,0,0,0
2130,24,125,324.463,870.156,114738.561,100,295.615,273.166,NA,0,0,0,0
2131,24,126,324.463,870.156,115663.872,82,295.615,273.166,NA,0,0,0,0
2132,24,127,324.463,870.156,116589.183,95,295.615,273.166,NA,0,0,0,0
2133,24,128,324.463,870.156,117514.494,81,295.615,273.166,NA,0,0,0,0
2134,24,129,324.463,870.156,118439.805,51,295.615,273.166,NA,0,0,0,0
2135,24,130,324.463,870.156,119365.116,77,295.615,273.166,NA,0,0,0,0
2136,24,131,324.463,870.156,120290.427,89,295.615,273.166,NA,0,0,0,0
2137,24,132,324.463,870.156,121215.738,101,295.615,273.166,NA,0,0,0,0
2138,24,133,324.463,870.156,122141.049,90,295.615,273.166,NA,0,0,0,0
2139,24,134,324.463,870.156,123066.36,101,295.615,273.166,NA,0,0,0,0
2140,24,135,324.463,870.156,123991.671,112,295.615,273.166,NA,0,0,0,0
2141,24,136,324.463,870.156,124916.982,123,295.615,273.166,NA,0,0,0,0
2142,24,137,324.463,870.156,125842.292,102,295.615,273.166,NA,0,0,0,0
2143,24,138,324.463,870.156,126767.603,92,295.615,273.166,NA,0,0,0,0
2144,24,139,324.463,870.156,127692.914,140,295.615,273.166,NA,0,0,0,0
2145,24,140,324.463,870.156,128618.225,128,295.615,273.166,NA,0,0,0,0
2146,24,141,324.463,870.156,129543.536,111,295.615,273.166,NA,0,0,0,0
2147,24,142,324.463,870.156,130468.847,139,295.615,273.166,NA,0,0,0,0
2148,25,1,613.337,814.753,70323.634,225,0,0,NA,NA,NA,NA,NA
2149,25,2,611.822,815.132,71248.945,119,1.561,1.561,NA,1.561,0.002,165.964,NA
2150,25,3,611.065,814.753,72174.256,190,2.408,2.272,NA,0.847,9.149E-4,-153.435,40.601
2151,25,4,610.308,814.375,73099.567,178,3.254,3.052,NA,0.847,9.149E-4,-153.435,0
2152,25,5,608.415,813.239,74024.878,52,5.462,5.15,NA,2.208,0.002,-149.036,4.399
2153,25,6,604.25,812.103,74950.189,234,9.779,9.465,NA,4.317,0.005,-164.745,-15.709
2154,25,7,601.979,810.589,75875.5,168,12.509,12.098,NA,2.73,0.003,-146.31,18.435
2155,25,8,599.707,809.074,76800.811,141,15.239,14.766,NA,2.73,0.003,-146.31,0
2156,25,9,595.921,807.939,77726.122,109,19.192,18.702,NA,3.953,0.004,-163.301,-16.991
2157,25,10,589.863,803.774,78651.433,98,26.543,25.914,NA,7.351,0.008,-145.491,17.809
2158,25,11,588.727,803.017,79576.744,31,27.908,27.265,NA,1.365,0.001,-146.31,-0.818
2159,25,12,587.97,802.26,80502.055,64,28.979,28.276,NA,1.071,0.001,-135,11.31
2160,25,13,587.213,801.502,81427.366,105,30.049,29.292,NA,1.071,0.001,-135,0
2161,25,14,586.456,801.124,82352.677,145,30.896,30.139,NA,0.847,9.149E-4,-153.435,-18.435
2162,25,15,584.563,799.231,83277.988,62,33.573,32.694,NA,2.677,0.003,-135,18.435
2163,25,16,580.02,798.095,84203.299,105,38.256,37.25,NA,4.683,0.005,-165.964,-30.964
2164,25,17,580.02,798.095,85128.61,94,38.256,37.25,NA,0,0,0,165.964
2165,25,18,572.069,795.823,86053.921,41,46.525,45.402,NA,8.269,0.009,-164.055,-164.055
2166,25,19,555.41,788.251,86979.232,42,64.824,63.701,NA,18.299,0.02,-155.556,8.499
2167,25,20,550.11,785.222,87904.543,110,70.929,69.783,NA,6.105,0.007,-150.255,5.301
2168,25,21,547.838,784.087,88829.854,79,73.468,72.322,NA,2.54,0.003,-153.435,-3.18
2169,25,22,545.567,782.572,89755.164,114,76.198,75.023,NA,2.73,0.003,-146.31,7.125
2170,25,23,542.917,780.679,90680.475,113,79.455,78.231,NA,3.257,0.004,-144.462,1.848
2171,25,24,539.509,775.757,91605.786,59,85.442,83.494,NA,5.986,0.006,-124.695,19.767
2172,25,25,537.995,773.486,92531.097,88,88.172,85.904,NA,2.73,0.003,-123.69,1.005
2173,25,26,536.48,771.971,93456.408,56,90.313,87.961,NA,2.142,0.002,-135,-11.31
2174,25,27,536.48,771.971,94381.719,72,90.313,87.961,NA,0,0,0,135
2175,25,28,536.48,771.971,95307.03,56,90.313,87.961,NA,0,0,0,0
2176,25,29,533.83,768.942,96232.341,55,94.338,91.76,NA,4.025,0.004,-131.186,-131.186
2177,25,30,533.451,768.564,97157.652,61,94.873,92.277,NA,0.535,5.786E-4,-135,-3.814
2178,25,31,533.073,768.185,98082.963,35,95.409,92.795,NA,0.535,5.786E-4,-135,0
2179,25,32,533.073,768.185,99008.274,43,95.409,92.795,NA,0,0,0,135
2180,25,33,527.015,766.671,99933.585,74,101.653,98.81,NA,6.244,0.007,-165.964,-165.964
2181,25,34,524.365,766.671,100858.896,111,104.303,101.133,NA,2.65,0.003,180,-14.036
2182,25,35,520.579,765.156,101784.207,86,108.381,105.185,NA,4.078,0.004,-158.199,21.801
2183,25,36,518.307,764.021,102709.518,78,110.921,107.724,NA,2.54,0.003,-153.435,4.764
2184,25,37,517.55,762.128,103634.829,67,112.959,109.291,NA,2.039,0.002,-111.801,41.634
2185,25,38,516.036,757.584,104560.14,88,117.748,112.853,NA,4.789,0.005,-108.435,3.366
2186,25,39,516.036,756.449,105485.451,84,118.884,113.432,NA,1.136,0.001,-90,18.435
2187,25,40,513.764,750.012,106410.762,86,125.71,118.769,NA,6.825,0.007,-109.44,-19.44
2188,25,41,514.521,746.226,107336.073,55,129.571,120.252,NA,3.861,0.004,-78.69,30.75
2189,25,42,514.521,746.226,108261.384,61,129.571,120.252,NA,0,0,0,78.69
2190,25,43,514.521,746.226,109186.695,28,129.571,120.252,NA,0,0,0,0
2191,25,44,513.007,738.276,110112.006,72,137.664,126.154,NA,8.094,0.009,-100.784,-100.784
2192,25,45,508.842,733.354,111037.317,85,144.112,132.457,NA,6.447,0.007,-130.236,-29.452
2193,25,46,505.813,730.704,111962.628,71,148.136,136.476,NA,4.025,0.004,-138.814,-8.578
2194,25,47,505.813,730.704,112887.939,55,148.136,136.476,NA,0,0,0,138.814
2195,25,48,502.406,727.675,113813.25,55,152.695,141.026,NA,4.559,0.005,-138.366,-138.366
2196,25,49,495.97,719.724,114738.561,58,162.924,151.015,NA,10.229,0.011,-128.991,9.375
2197,25,50,495.591,719.345,115663.872,28,163.46,151.548,NA,0.535,5.786E-4,-135,-6.009
2198,25,51,487.262,707.987,116589.183,42,177.545,165.208,NA,14.085,0.015,-126.254,8.746
2199,25,52,484.233,700.415,117514.494,63,185.7,172.456,NA,8.155,0.009,-111.801,14.452
2200,25,53,480.826,692.465,118439.805,46,194.35,180.316,NA,8.65,0.009,-113.199,-1.397
2201,25,54,478.933,689.057,119365.116,57,198.248,184.022,NA,3.898,0.004,-119.055,-5.856
2202,25,55,477.418,688.679,120290.427,56,199.809,185.388,NA,1.561,0.002,-165.964,-46.909
2203,25,56,476.661,688.3,121215.738,13,200.656,186.201,NA,0.847,9.149E-4,-153.435,12.529
2204,25,57,476.282,687.921,122141.049,68,201.191,186.736,NA,0.535,5.786E-4,-135,18.435
2205,25,58,475.525,687.543,123066.36,34,202.038,187.549,NA,0.847,9.149E-4,-153.435,-18.435
2206,25,59,474.768,686.786,123991.671,66,203.109,188.619,NA,1.071,0.001,-135,18.435
2207,25,60,474.768,686.786,124916.982,80,203.109,188.619,NA,0,0,0,135
2208,25,61,474.768,686.786,125842.292,62,203.109,188.619,NA,0,0,0,0
2209,25,62,474.768,686.786,126767.603,30,203.109,188.619,NA,0,0,0,0
2210,25,63,474.768,686.786,127692.914,28,203.109,188.619,NA,0,0,0,0
2211,25,64,474.768,686.786,128618.225,31,203.109,188.619,NA,0,0,0,0
2212,25,65,474.768,686.786,129543.536,26,203.109,188.619,NA,0,0,0,0
2213,25,66,474.768,686.786,130468.847,37,203.109,188.619,NA,0,0,0,0
2214,26,1,634.538,795.823,44414.927,81,0,0,NA,NA,NA,NA,NA
2215,26,2,631.131,795.445,45340.238,171,3.428,3.428,NA,3.428,0.004,-173.66,NA
2216,26,3,630.752,795.445,46265.549,152,3.807,3.805,NA,0.379,4.092E-4,180,-6.34
2217,26,4,629.617,795.066,47190.86,17,5.004,4.98,NA,1.197,0.001,-161.565,18.435
2218,26,5,614.851,789.008,48116.171,89,20.964,20.833,NA,15.96,0.017,-157.694,3.871
2219,26,6,610.686,787.115,49041.482,108,25.539,25.392,NA,4.575,0.005,-155.556,2.138
2220,26,7,609.929,786.358,49966.793,100,26.61,26.367,NA,1.071,0.001,-135,20.556
2221,26,8,609.929,786.358,50892.104,116,26.61,26.367,NA,0,0,0,135
2222,26,9,609.929,786.358,51817.415,87,26.61,26.367,NA,0,0,0,0
2223,26,10,609.172,784.844,52742.726,186,28.303,27.641,NA,1.693,0.002,-116.565,-116.565
2224,26,11,607.658,784.087,53668.036,184,29.996,29.331,NA,1.693,0.002,-153.435,-36.87
2225,26,12,601.221,778.408,54593.347,85,38.579,37.594,NA,8.584,0.009,-138.576,14.859
2226,26,13,594.785,772.35,55518.658,115,47.418,46.166,NA,8.839,0.01,-136.736,1.841
2227,26,14,591.378,768.942,56443.969,88,52.237,50.847,NA,4.819,0.005,-135,1.736
2228,26,15,590.62,767.807,57369.28,69,53.602,52.093,NA,1.365,0.001,-123.69,11.31
2229,26,16,589.485,765.914,58294.591,72,55.81,54.078,NA,2.208,0.002,-120.964,2.726
2230,26,17,589.485,765.914,59219.902,87,55.81,54.078,NA,0,0,0,120.964
2231,26,18,589.485,765.914,60145.213,42,55.81,54.078,NA,0,0,0,0
2232,26,19,589.106,765.535,61070.524,65,56.345,54.603,NA,0.535,5.786E-4,-135,-135
2233,26,20,589.106,765.535,61995.835,101,56.345,54.603,NA,0,0,0,135
2234,26,21,589.106,765.535,62921.146,100,56.345,54.603,NA,0,0,0,0
2235,26,22,589.106,765.535,63846.457,67,56.345,54.603,NA,0,0,0,0
2236,26,23,589.106,765.535,64771.768,60,56.345,54.603,NA,0,0,0,0
2237,26,24,589.106,765.535,65697.079,105,56.345,54.603,NA,0,0,0,0
2238,26,25,587.97,762.128,66622.39,130,59.937,57.48,NA,3.592,0.004,-108.435,-108.435
2239,26,26,581.913,754.177,67547.701,75,69.932,67.111,NA,9.995,0.011,-127.304,-18.869
2240,26,27,578.505,750.77,68473.012,62,74.751,71.9,NA,4.819,0.005,-135,-7.696
2241,26,28,574.341,742.062,69398.323,86,84.403,80.71,NA,9.653,0.01,-115.56,19.44
2242,26,29,571.69,736.761,70323.634,65,90.33,86.245,NA,5.926,0.006,-116.565,-1.005
2243,26,30,571.69,736.761,71248.945,105,90.33,86.245,NA,0,0,0,116.565
2244,26,31,571.69,736.761,72174.256,87,90.33,86.245,NA,0,0,0,0
2245,26,32,571.69,735.625,73099.567,112,91.465,87.027,NA,1.136,0.001,-90,-90
2246,26,33,570.933,734.111,74024.878,98,93.158,88.623,NA,1.693,0.002,-116.565,-26.565
2247,26,34,570.933,734.111,74950.189,141,93.158,88.623,NA,0,0,0,116.565
2248,26,35,569.797,732.597,75875.5,146,95.051,90.493,NA,1.893,0.002,-126.87,-126.87
2249,26,36,569.04,730.704,76800.811,153,97.09,92.361,NA,2.039,0.002,-111.801,15.068
2250,26,37,569.04,730.704,77726.122,90,97.09,92.361,NA,0,0,0,111.801
2251,26,38,567.526,728.053,78651.433,69,100.143,95.307,NA,3.052,0.003,-119.745,-119.745
2252,26,39,567.526,728.053,79576.744,75,100.143,95.307,NA,0,0,0,119.745
2253,26,40,566.39,725.782,80502.055,64,102.682,97.724,NA,2.54,0.003,-116.565,-116.565
2254,26,41,565.633,723.889,81427.366,89,104.721,99.612,NA,2.039,0.002,-111.801,4.764
2255,26,42,565.633,723.889,82352.677,112,104.721,99.612,NA,0,0,0,111.801
2256,26,43,564.875,722.374,83277.988,86,106.414,101.231,NA,1.693,0.002,-116.565,-116.565
2257,26,44,564.875,722.374,84203.299,113,106.414,101.231,NA,0,0,0,116.565
2258,26,45,562.225,720.481,85128.61,153,109.671,104.43,NA,3.257,0.004,-144.462,-144.462
2259,26,46,560.711,718.967,86053.921,140,111.813,106.571,NA,2.142,0.002,-135,9.462
2260,26,47,559.196,718.21,86979.232,100,113.506,108.168,NA,1.693,0.002,-153.435,-18.435
2261,26,48,559.196,718.21,87904.543,22,113.506,108.168,NA,0,0,0,153.435
2262,26,49,559.196,718.21,88829.854,89,113.506,108.168,NA,0,0,0,0
2263,26,50,559.196,718.21,89755.164,90,113.506,108.168,NA,0,0,0,0
2264,26,51,559.196,718.21,90680.475,71,113.506,108.168,NA,0,0,0,0
2265,26,52,559.196,718.21,91605.786,95,113.506,108.168,NA,0,0,0,0
2266,26,53,559.196,718.21,92531.097,41,113.506,108.168,NA,0,0,0,0
2267,26,54,558.818,716.695,93456.408,46,115.067,109.521,NA,1.561,0.002,-104.036,-104.036
2268,26,55,558.061,715.938,94381.719,89,116.138,110.592,NA,1.071,0.001,-135,-30.964
2269,26,56,558.061,715.938,95307.03,58,116.138,110.592,NA,0,0,0,135
2270,26,57,558.061,715.938,96232.341,105,116.138,110.592,NA,0,0,0,0
2271,26,58,557.303,715.559,97157.652,59,116.985,111.389,NA,0.847,9.149E-4,-153.435,-153.435
2272,26,59,557.303,715.559,98082.963,98,116.985,111.389,NA,0,0,0,153.435
2273,26,60,557.303,715.559,99008.274,90,116.985,111.389,NA,0,0,0,0
2274,26,61,557.303,715.559,99933.585,104,116.985,111.389,NA,0,0,0,0
2275,26,62,557.303,715.559,100858.896,65,116.985,111.389,NA,0,0,0,0
2276,26,63,554.653,712.152,101784.207,32,121.301,115.683,NA,4.317,0.005,-127.875,-127.875
