Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
953,10,47,716.695,553.896,73099.567,95,123.202,118.187,NA,4.744,0.005,-118.61,-28.61
954,10,48,716.695,553.896,74024.878,101,123.202,118.187,NA,0,0,0,118.61
955,10,49,716.695,553.896,74950.189,43,123.202,118.187,NA,0,0,0,0
956,10,50,716.695,553.896,75875.5,72,123.202,118.187,NA,0,0,0,0
957,10,51,711.773,553.896,76800.811,40,128.124,120.506,NA,4.922,0.005,180,180
958,10,52,709.502,552.76,77726.122,92,130.664,122.612,NA,2.54,0.003,-153.435,26.565
959,10,53,703.066,550.489,78651.433,84,137.489,127.861,NA,6.825,0.007,-160.56,-7.125
960,10,54,697.765,548.974,79576.744,30,143.002,131.993,NA,5.513,0.006,-164.055,-3.495
961,10,55,696.629,548.217,80502.055,78,144.367,133.252,NA,1.365,0.001,-146.31,17.745
962,10,56,696.629,548.217,81427.366,45,144.367,133.252,NA,0,0,0,146.31
963,10,57,696.629,548.217,82352.677,94,144.367,133.252,NA,0,0,0,0
964,10,58,696.629,548.217,83277.988,101,144.367,133.252,NA,0,0,0,0
965,10,59,696.629,548.217,84203.299,61,144.367,133.252,NA,0,0,0,0
966,10,60,696.629,548.217,85128.61,67,144.367,133.252,NA,0,0,0,0
967,10,61,696.629,548.217,86053.921,34,144.367,133.252,NA,0,0,0,0
968,10,62,696.629,548.217,86979.232,27,144.367,133.252,NA,0,0,0,0
969,10,63,696.629,548.217,87904.543,45,144.367,133.252,NA,0,0,0,0
970,10,64,696.629,548.217,88829.854,82,144.367,133.252,NA,0,0,0,0
971,10,65,696.629,548.217,89755.164,49,144.367,133.252,NA,0,0,0,0
972,10,66,696.629,548.217,90680.475,60,144.367,133.252,NA,0,0,0,0
973,10,67,696.629,548.217,91605.786,92,144.367,133.252,NA,0,0,0,0
974,10,68,696.629,548.217,92531.097,129,144.367,133.252,NA,0,0,0,0
975,10,69,696.629,548.217,93456.408,96,144.367,133.252,NA,0,0,0,0
976,10,70,696.629,548.217,94381.719,72,144.367,133.252,NA,0,0,0,0
977,10,71,696.629,548.217,95307.03,70,144.367,133.252,NA,0,0,0,0
978,10,72,696.629,548.217,96232.341,158,144.367,133.252,NA,0,0,0,0
979,10,73,696.629,548.217,97157.652,109,144.367,133.252,NA,0,0,0,0
980,10,74,696.629,548.217,98082.963,16,144.367,133.252,NA,0,0,0,0
981,10,75,696.629,548.217,99008.274,62,144.367,133.252,NA,0,0,0,0
982,10,76,696.629,548.217,99933.585,97,144.367,133.252,NA,0,0,0,0
983,10,77,692.086,540.266,100858.896,59,153.524,142.389,NA,9.157,0.01,-119.745,-119.745
984,10,78,684.893,531.18,101784.207,84,165.113,153.938,NA,11.589,0.013,-128.367,-8.623
985,10,79,681.864,528.151,102709.518,72,169.397,158.142,NA,4.283,0.005,-135,-6.633
986,10,80,681.107,522.851,103634.829,82,174.751,162.973,NA,5.354,0.006,-98.13,36.87
987,10,81,680.728,522.851,104560.14,36,175.13,163.181,NA,0.379,4.092E-4,180,-81.87
988,10,82,679.971,522.472,105485.451,144,175.976,163.914,NA,0.847,9.149E-4,-153.435,26.565
989,10,83,678.456,520.2,106410.762,32,178.706,166.645,NA,2.73,0.003,-123.69,29.745
990,10,84,677.321,518.686,107336.073,116,180.599,168.534,NA,1.893,0.002,-126.87,-3.18
991,10,85,676.185,516.036,108261.384,126,183.483,171.372,NA,2.883,0.003,-113.199,13.671
992,10,86,673.913,510.735,109186.695,63,189.249,177.051,NA,5.767,0.006,-113.199,0
993,10,87,670.884,504.678,110112.006,59,196.022,183.782,NA,6.773,0.007,-116.565,-3.366
994,10,88,667.477,502.027,111037.317,68,200.339,187.861,NA,4.317,0.005,-142.125,-25.56
995,10,89,665.962,500.513,111962.628,68,202.481,189.958,NA,2.142,0.002,-135,7.125
996,10,90,665.962,497.484,112887.939,125,205.509,192.495,NA,3.029,0.003,-90,45
997,10,91,665.205,494.455,113813.25,88,208.631,195.452,NA,3.122,0.003,-104.036,-14.036
998,10,92,664.827,493.32,114738.561,74,209.829,196.613,NA,1.197,0.001,-108.435,-4.399
999,10,93,664.069,491.805,115663.872,56,211.522,198.297,NA,1.693,0.002,-116.565,-8.13
1000,10,94,664.069,491.805,116589.183,118,211.522,198.297,NA,0,0,0,116.565
1001,10,95,664.069,491.805,117514.494,73,211.522,198.297,NA,0,0,0,0
1002,10,96,663.312,490.669,118439.805,175,212.887,199.662,NA,1.365,0.001,-123.69,-123.69
1003,10,97,663.312,490.669,119365.116,65,212.887,199.662,NA,0,0,0,123.69
1004,10,98,663.312,490.669,120290.427,40,212.887,199.662,NA,0,0,0,0
1005,10,99,663.312,490.669,121215.738,82,212.887,199.662,NA,0,0,0,0
1006,10,100,663.312,490.669,122141.049,34,212.887,199.662,NA,0,0,0,0
1007,10,101,663.312,490.669,123066.36,91,212.887,199.662,NA,0,0,0,0
1008,10,102,663.312,490.669,123991.671,71,212.887,199.662,NA,0,0,0,0
1009,10,103,663.312,490.669,124916.982,26,212.887,199.662,NA,0,0,0,0
1010,10,104,663.312,490.669,125842.292,56,212.887,199.662,NA,0,0,0,0
1011,10,105,663.312,490.669,126767.603,28,212.887,199.662,NA,0,0,0,0
1012,10,106,663.312,490.669,127692.914,30,212.887,199.662,NA,0,0,0,0
1013,10,107,663.312,490.669,128618.225,25,212.887,199.662,NA,0,0,0,0
1014,10,108,662.555,487.641,129543.536,8,216.009,202.626,NA,3.122,0.003,-104.036,-104.036
1015,10,109,662.555,487.262,130468.847,1,216.388,202.947,NA,0.379,4.092E-4,-90,14.036
1016,10,110,662.555,487.262,131394.158,7,216.388,202.947,NA,0,0,0,90
1017,10,111,662.555,487.262,132319.469,10,216.388,202.947,NA,0,0,0,0
1018,10,112,662.555,487.262,133244.78,53,216.388,202.947,NA,0,0,0,0
1019,10,113,662.555,487.262,134170.091,7,216.388,202.947,NA,0,0,0,0
1020,10,114,662.555,487.262,135095.402,31,216.388,202.947,NA,0,0,0,0
1021,10,115,662.555,487.262,136020.713,27,216.388,202.947,NA,0,0,0,0
1022,10,116,662.555,487.262,136946.024,38,216.388,202.947,NA,0,0,0,0
1023,10,117,662.555,487.262,137871.335,3,216.388,202.947,NA,0,0,0,0
1024,10,118,662.555,487.262,138796.646,33,216.388,202.947,NA,0,0,0,0
1025,10,119,662.555,487.262,139721.957,34,216.388,202.947,NA,0,0,0,0
1026,10,120,662.555,487.262,140647.268,0,216.388,202.947,NA,0,0,0,0
1027,11,1,815.132,608.036,0,255,0,0,NA,NA,NA,NA,NA
1028,11,2,815.132,608.036,925.311,187,0,0,NA,0,0,0,NA
1029,11,3,815.132,608.036,1850.622,241,0,0,NA,0,0,0,0
1030,11,4,814.753,608.036,2775.933,198,0.379,0.379,NA,0.379,4.092E-4,180,180
1031,11,5,813.996,608.036,3701.244,244,1.136,1.136,NA,0.757,8.183E-4,180,0
1032,11,6,813.996,608.036,4626.555,255,1.136,1.136,NA,0,0,0,-180
1033,11,7,812.103,607.658,5551.866,200,3.066,3.052,NA,1.931,0.002,-168.69,-168.69
1034,11,8,810.967,607.279,6477.177,118,4.264,4.233,NA,1.197,0.001,-161.565,7.125
1035,11,9,810.589,606.9,7402.488,167,4.799,4.683,NA,0.535,5.786E-4,-135,26.565
1036,11,10,804.153,602.736,8327.799,247,12.465,12.192,NA,7.666,0.008,-147.095,-12.095
1037,11,11,803.017,600.843,9253.11,142,14.673,14.09,NA,2.208,0.002,-120.964,26.131
1038,11,12,801.881,599.707,10178.421,150,16.279,15.651,NA,1.606,0.002,-135,-14.036
1039,11,13,800.745,598.193,11103.732,187,18.172,17.432,NA,1.893,0.002,-126.87,8.13
1040,11,14,799.609,597.435,12029.043,204,19.537,18.797,NA,1.365,0.001,-146.31,-19.44
1041,11,15,799.609,597.435,12954.354,233,19.537,18.797,NA,0,0,0,146.31
1042,11,16,798.095,594.407,13879.665,215,22.923,21.818,NA,3.386,0.004,-116.565,-116.565
1043,11,17,798.095,594.407,14804.976,238,22.923,21.818,NA,0,0,0,116.565
1044,11,18,798.095,594.407,15730.287,255,22.923,21.818,NA,0,0,0,0
1045,11,19,798.095,594.407,16655.598,252,22.923,21.818,NA,0,0,0,0
1046,11,20,795.823,592.135,17580.909,218,26.136,25.014,NA,3.213,0.003,-135,-135
1047,11,21,793.552,577.369,18506.219,199,41.075,37.499,NA,14.939,0.016,-98.746,36.254
1048,11,22,792.416,572.069,19431.53,123,46.496,42.54,NA,5.421,0.006,-102.095,-3.349
1049,11,23,792.416,571.69,20356.841,115,46.875,42.861,NA,0.379,4.092E-4,-90,12.095
1050,11,24,792.416,571.69,21282.152,243,46.875,42.861,NA,0,0,0,90
1051,11,25,792.037,569.419,22207.463,99,49.178,44.996,NA,2.303,0.002,-99.462,-99.462
1052,11,26,790.901,566.769,23132.774,135,52.061,47.855,NA,2.883,0.003,-113.199,-13.736
1053,11,27,790.523,566.769,24058.085,132,52.439,48.048,NA,0.379,4.092E-4,180,-66.801
1054,11,28,790.523,566.769,24983.396,95,52.439,48.048,NA,0,0,0,-180
1055,11,29,790.523,563.74,25908.707,70,55.468,50.673,NA,3.029,0.003,-90,-90
1056,11,30,790.901,561.089,26834.018,121,58.145,52.831,NA,2.677,0.003,-81.87,8.13
1057,11,31,792.037,560.332,27759.329,208,59.51,53,NA,1.365,0.001,-33.69,48.18
1058,11,32,792.794,558.439,28684.64,187,61.549,54.395,NA,2.039,0.002,-68.199,-34.509
1059,11,33,793.173,556.168,29609.951,226,63.852,56.325,NA,2.303,0.002,-80.538,-12.339
1060,11,34,793.173,555.789,30535.262,91,64.231,56.674,NA,0.379,4.092E-4,-90,-9.462
1061,11,35,793.173,555.789,31460.573,104,64.231,56.674,NA,0,0,0,90
1062,11,36,793.173,553.517,32385.884,77,66.503,58.775,NA,2.272,0.002,-90,-90
1063,11,37,793.173,549.731,33311.195,116,70.289,62.303,NA,3.786,0.004,-90,0
1064,11,38,793.173,546.703,34236.506,147,73.317,65.146,NA,3.029,0.003,-90,0
1065,11,39,793.93,543.674,35161.817,255,76.439,67.765,NA,3.122,0.003,-75.964,14.036
1066,11,40,793.93,540.266,36087.128,190,79.847,71.009,NA,3.407,0.004,-90,-14.036
1067,11,41,793.93,540.266,37012.439,96,79.847,71.009,NA,0,0,0,90
1068,11,42,793.93,539.888,37937.75,214,80.225,71.37,NA,0.379,4.092E-4,-90,-90
1069,11,43,793.93,536.859,38863.061,102,83.254,74.268,NA,3.029,0.003,-90,0
1070,11,44,793.93,530.801,39788.372,255,89.312,80.092,NA,6.058,0.007,-90,0
1071,11,45,793.93,529.287,40713.683,237,90.826,81.554,NA,1.514,0.002,-90,0
1072,11,46,793.552,528.908,41638.994,153,91.362,82.018,NA,0.535,5.786E-4,-135,-45
1073,11,47,793.552,528.53,42564.305,128,91.74,82.383,NA,0.379,4.092E-4,-90,45
1074,11,48,793.552,525.122,43489.616,189,95.148,85.676,NA,3.407,0.004,-90,0
1075,11,49,793.552,525.122,44414.927,142,95.148,85.676,NA,0,0,0,90
1076,11,50,793.552,525.122,45340.238,234,95.148,85.676,NA,0,0,0,0
1077,11,51,793.552,525.122,46265.549,110,95.148,85.676,NA,0,0,0,0
1078,11,52,793.552,525.122,47190.86,155,95.148,85.676,NA,0,0,0,0
1079,11,53,793.552,522.472,48116.171,162,97.798,88.244,NA,2.65,0.003,-90,-90
1080,11,54,793.552,520.579,49041.482,147,99.691,90.08,NA,1.893,0.002,-90,0
1081,11,55,793.552,520.579,49966.793,114,99.691,90.08,NA,0,0,0,90
1082,11,56,793.552,520.579,50892.104,164,99.691,90.08,NA,0,0,0,0
1083,11,57,793.173,520.579,51817.415,240,100.07,90.172,NA,0.379,4.092E-4,180,180
1084,11,58,793.173,520.579,52742.726,110,100.07,90.172,NA,0,0,0,-180
1085,11,59,793.173,520.579,53668.036,68,100.07,90.172,NA,0,0,0,0
1086,11,60,793.173,520.579,54593.347,126,100.07,90.172,NA,0,0,0,0
1087,11,61,793.173,520.579,55518.658,106,100.07,90.172,NA,0,0,0,0
1088,11,62,793.173,520.579,56443.969,155,100.07,90.172,NA,0,0,0,0
1089,11,63,793.173,520.579,57369.28,187,100.07,90.172,NA,0,0,0,0
1090,11,64,793.173,520.579,58294.591,170,100.07,90.172,NA,0,0,0,0
1091,11,65,793.173,520.579,59219.902,212,100.07,90.172,NA,0,0,0,0
1092,11,66,793.173,520.579,60145.213,86,100.07,90.172,NA,0,0,0,0
1093,11,67,793.173,520.579,61070.524,154,100.07,90.172,NA,0,0,0,0
1094,11,68,792.416,516.414,61995.835,152,104.303,94.396,NA,4.233,0.005,-100.305,-100.305
1095,11,69,791.659,515.657,62921.146,183,105.373,95.315,NA,1.071,0.001,-135,-34.695
1096,11,70,791.659,515.657,63846.457,156,105.373,95.315,NA,0,0,0,135
1097,11,71,791.659,515.657,64771.768,181,105.373,95.315,NA,0,0,0,0
1098,11,72,791.659,515.657,65697.079,225,105.373,95.315,NA,0,0,0,0
1099,11,73,790.523,513.764,66622.39,135,107.581,97.431,NA,2.208,0.002,-120.964,-120.964
1100,11,74,790.523,513.764,67547.701,182,107.581,97.431,NA,0,0,0,120.964
1101,11,75,790.144,511.492,68473.012,122,109.884,99.725,NA,2.303,0.002,-99.462,-99.462
1102,11,76,790.144,511.114,69398.323,164,110.263,100.092,NA,0.379,4.092E-4,-90,9.462
1103,11,77,787.494,508.464,70323.634,133,114.011,103.337,NA,3.748,0.004,-135,-45
1104,11,78,786.358,506.192,71248.945,140,116.55,105.831,NA,2.54,0.003,-116.565,18.435
1105,11,79,785.222,500.513,72174.256,77,122.342,111.606,NA,5.792,0.006,-101.31,15.255
1106,11,80,783.329,496.348,73099.567,83,126.916,116.127,NA,4.575,0.005,-114.444,-13.134
1107,11,81,779.922,488.776,74024.878,117,135.22,124.349,NA,8.303,0.009,-114.228,0.216
1108,11,82,779.165,486.505,74950.189,255,137.614,126.742,NA,2.394,0.003,-108.435,5.793
1109,11,83,778.786,483.854,75875.5,165,140.291,129.391,NA,2.677,0.003,-98.13,10.305
1110,11,84,778.786,483.854,76800.811,137,140.291,129.391,NA,0,0,0,98.13
1111,11,85,778.786,483.854,77726.122,118,140.291,129.391,NA,0,0,0,0
1112,11,86,778.786,483.854,78651.433,118,140.291,129.391,NA,0,0,0,0
1113,11,87,778.786,483.854,79576.744,185,140.291,129.391,NA,0,0,0,0
1114,11,88,778.786,483.854,80502.055,126,140.291,129.391,NA,0,0,0,0
1115,11,89,777.65,480.068,81427.366,95,144.244,133.344,NA,3.953,0.004,-106.699,-106.699
1116,11,90,777.272,477.04,82352.677,195,147.297,136.358,NA,3.052,0.003,-97.125,9.574
1117,11,91,776.136,470.225,83277.988,164,154.205,143.223,NA,6.909,0.007,-99.462,-2.337
1118,11,92,773.486,456.595,84203.299,120,168.09,157.063,NA,13.885,0.015,-101.004,-1.541
1119,11,93,770.835,442.587,85128.61,133,182.347,171.277,NA,14.257,0.015,-100.713,0.29
1120,11,94,768.942,433.879,86053.921,110,191.258,180.178,NA,8.911,0.01,-102.265,-1.552
1121,11,95,765.914,422.521,86979.232,180,203.013,191.933,NA,11.755,0.013,-104.931,-2.667
1122,11,96,765.914,422.521,87904.543,152,203.013,191.933,NA,0,0,0,104.931
1123,11,97,765.914,422.521,88829.854,139,203.013,191.933,NA,0,0,0,0
1124,11,98,765.914,422.521,89755.164,132,203.013,191.933,NA,0,0,0,0
1125,11,99,765.914,422.521,90680.475,89,203.013,191.933,NA,0,0,0,0
1126,11,100,765.914,422.521,91605.786,113,203.013,191.933,NA,0,0,0,0
1127,11,101,764.021,415.706,92531.097,142,210.086,199.006,NA,7.073,0.008,-105.524,-105.524
1128,11,102,764.021,415.706,93456.408,184,210.086,199.006,NA,0,0,0,105.524
1129,11,103,764.021,415.706,94381.719,99,210.086,199.006,NA,0,0,0,0
1130,11,104,764.021,415.706,95307.03,31,210.086,199.006,NA,0,0,0,0
1131,11,105,764.021,415.706,96232.341,25,210.086,199.006,NA,0,0,0,0
1132,11,106,764.021,415.706,97157.652,54,210.086,199.006,NA,0,0,0,0
1133,11,107,762.128,413.434,98082.963,97,213.043,201.691,NA,2.957,0.003,-129.806,-129.806
1134,11,108,762.128,413.434,99008.274,92,213.043,201.691,NA,0,0,0,129.806
1135,11,109,762.128,413.434,99933.585,102,213.043,201.691,NA,0,0,0,0
1136,11,110,762.128,413.434,100858.896,54,213.043,201.691,NA,0,0,0,0
1137,11,111,762.128,413.434,101784.207,27,213.043,201.691,NA,0,0,0,0
1138,11,112,762.128,413.434,102709.518,91,213.043,201.691,NA,0,0,0,0
1139,11,113,761.749,413.056,103634.829,47,213.579,202.156,NA,0.535,5.786E-4,-135,-135
1140,11,114,761.749,413.056,104560.14,39,213.579,202.156,NA,0,0,0,135
1141,11,115,761.749,413.056,105485.451,84,213.579,202.156,NA,0,0,0,0
1142,11,116,761.749,413.056,106410.762,42,213.579,202.156,NA,0,0,0,0
1143,11,117,761.749,413.056,107336.073,112,213.579,202.156,NA,0,0,0,0
1144,11,118,761.749,413.056,108261.384,62,213.579,202.156,NA,0,0,0,0
1145,11,119,761.749,413.056,109186.695,101,213.579,202.156,NA,0,0,0,0
1146,11,120,761.749,413.056,110112.006,61,213.579,202.156,NA,0,0,0,0
1147,11,121,761.749,413.056,111037.317,240,213.579,202.156,NA,0,0,0,0
1148,11,122,761.749,413.056,111962.628,119,213.579,202.156,NA,0,0,0,0
1149,11,123,761.749,413.056,112887.939,128,213.579,202.156,NA,0,0,0,0
1150,11,124,761.749,413.056,113813.25,116,213.579,202.156,NA,0,0,0,0
1151,11,125,761.749,413.056,114738.561,95,213.579,202.156,NA,0,0,0,0
1152,11,126,761.749,413.056,115663.872,110,213.579,202.156,NA,0,0,0,0
1153,11,127,761.749,413.056,116589.183,164,213.579,202.156,NA,0,0,0,0
1154,11,128,760.235,413.056,117514.494,57,215.093,202.561,NA,1.514,0.002,180,180
1155,11,129,759.856,412.299,118439.805,134,215.94,203.393,NA,0.847,9.149E-4,-116.565,63.435
1156,11,130,759.856,412.299,119365.116,147,215.94,203.393,NA,0,0,0,116.565
1157,11,131,759.856,412.299,120290.427,96,215.94,203.393,NA,0,0,0,0
1158,11,132,759.856,412.299,121215.738,50,215.94,203.393,NA,0,0,0,0
1159,11,133,759.856,412.299,122141.049,63,215.94,203.393,NA,0,0,0,0
1160,11,134,759.856,412.299,123066.36,169,215.94,203.393,NA,0,0,0,0
1161,11,135,759.856,412.299,123991.671,49,215.94,203.393,NA,0,0,0,0
1162,11,136,759.856,412.299,124916.982,95,215.94,203.393,NA,0,0,0,0
1163,11,137,759.856,412.299,125842.292,62,215.94,203.393,NA,0,0,0,0
1164,11,138,759.856,412.299,126767.603,70,215.94,203.393,NA,0,0,0,0
1165,11,139,759.856,412.299,127692.914,38,215.94,203.393,NA,0,0,0,0
1166,11,140,759.856,412.299,128618.225,31,215.94,203.393,NA,0,0,0,0
1167,11,141,759.856,412.299,129543.536,52,215.94,203.393,NA,0,0,0,0
1168,11,142,756.827,410.784,130468.847,120,219.326,205.689,NA,3.386,0.004,-153.435,-153.435
1169,11,143,756.827,410.784,131394.158,29,219.326,205.689,NA,0,0,0,153.435
1170,12,1,872.68,553.896,0,255,0,0,NA,NA,NA,NA,NA
1171,12,2,872.68,553.896,925.311,255,0,0,NA,0,0,0,NA
1172,12,3,872.68,552.76,1850.622,219,1.136,1.136,NA,1.136,0.001,-90,-90
1173,12,4,871.165,551.624,2775.933,255,3.029,2.73,NA,1.893,0.002,-143.13,-53.13
1174,12,5,864.729,544.81,3701.244,243,12.403,12.074,NA,9.374,0.01,-133.363,9.767
1175,12,6,862.457,542.159,4626.555,181,15.893,15.564,NA,3.491,0.004,-130.601,2.762
1176,12,7,861.322,540.645,5551.866,86,17.786,17.453,NA,1.893,0.002,-126.87,3.731
1177,12,8,861.322,539.888,6477.177,184,18.543,18.034,NA,0.757,8.183E-4,-90,36.87
1178,12,9,860.943,537.995,7402.488,100,20.474,19.764,NA,1.931,0.002,-101.31,-11.31
1179,12,10,860.564,537.616,8327.799,159,21.009,20.293,NA,0.535,5.786E-4,-135,-33.69
1180,12,11,859.05,536.48,9253.11,66,22.902,22.115,NA,1.893,0.002,-143.13,-8.13
1181,12,12,859.05,536.48,10178.421,51,22.902,22.115,NA,0,0,0,143.13
1182,12,13,859.05,536.48,11103.732,17,22.902,22.115,NA,0,0,0,0
1183,12,14,859.05,536.48,12029.043,30,22.902,22.115,NA,0,0,0,0
1184,12,15,859.05,536.48,12954.354,98,22.902,22.115,NA,0,0,0,0
1185,12,16,859.05,536.48,13879.665,158,22.902,22.115,NA,0,0,0,0
1186,12,17,859.05,536.48,14804.976,102,22.902,22.115,NA,0,0,0,0
1187,12,18,857.914,533.83,15730.287,76,25.786,24.913,NA,2.883,0.003,-113.199,-113.199
1188,12,19,857.914,533.83,16655.598,65,25.786,24.913,NA,0,0,0,113.199
1189,12,20,856.4,530.801,17580.909,80,29.172,28.256,NA,3.386,0.004,-116.565,-116.565
1190,12,21,856.021,530.423,18506.219,102,29.707,28.784,NA,0.535,5.786E-4,-135,-18.435
1191,12,22,856.021,530.423,19431.53,64,29.707,28.784,NA,0,0,0,135
1192,12,23,854.885,528.908,20356.841,72,31.6,30.676,NA,1.893,0.002,-126.87,-126.87
1193,12,24,854.885,527.772,21282.152,120,32.736,31.608,NA,1.136,0.001,-90,36.87
1194,12,25,854.885,527.015,22207.463,108,33.493,32.237,NA,0.757,8.183E-4,-90,0
1195,12,26,854.885,527.015,23132.774,231,33.493,32.237,NA,0,0,0,90
1196,12,27,853.749,523.608,24058.085,122,37.085,35.717,NA,3.592,0.004,-108.435,-108.435
1197,12,28,853.749,523.608,24983.396,204,37.085,35.717,NA,0,0,0,108.435
1198,12,29,852.235,520.958,25908.707,167,40.138,38.768,NA,3.052,0.003,-119.745,-119.745
1199,12,30,851.478,518.307,26834.018,126,42.894,41.425,NA,2.756,0.003,-105.945,13.799
1200,12,31,851.099,517.172,27759.329,127,44.091,42.596,NA,1.197,0.001,-108.435,-2.49
1201,12,32,851.099,516.793,28684.64,255,44.47,42.923,NA,0.379,4.092E-4,-90,18.435
1202,12,33,850.721,512.628,29609.951,140,48.651,46.746,NA,4.182,0.005,-95.194,-5.194
1203,12,34,849.963,509.599,30535.262,192,51.774,49.782,NA,3.122,0.003,-104.036,-8.842
1204,12,35,849.963,509.599,31460.573,123,51.774,49.782,NA,0,0,0,104.036
1205,12,36,849.963,509.599,32385.884,129,51.774,49.782,NA,0,0,0,0
1206,12,37,849.585,509.221,33311.195,131,52.309,50.292,NA,0.535,5.786E-4,-135,-135
1207,12,38,849.585,508.842,34236.506,96,52.688,50.628,NA,0.379,4.092E-4,-90,45
1208,12,39,849.585,508.842,35161.817,158,52.688,50.628,NA,0,0,0,90
1209,12,40,849.585,506.571,36087.128,182,54.959,52.66,NA,2.272,0.002,-90,-90
1210,12,41,847.692,492.941,37012.439,60,68.72,65.878,NA,13.761,0.015,-97.907,-7.907
1211,12,42,847.313,488.019,37937.75,51,73.656,70.592,NA,4.936,0.005,-94.399,3.508
1212,12,43,847.313,480.068,38863.061,58,81.607,78.064,NA,7.951,0.009,-90,4.399
1213,12,44,847.313,465.303,39788.372,53,96.372,92.153,NA,14.766,0.016,-90,0
1214,12,45,847.313,452.809,40713.683,73,108.866,104.221,NA,12.494,0.014,-90,0
1215,12,46,848.449,438.801,41638.994,93,122.92,117.618,NA,14.054,0.015,-85.365,4.635
1216,12,47,848.449,436.529,42564.305,121,125.192,119.842,NA,2.272,0.002,-90,-4.635
1217,12,48,848.449,436.529,43489.616,132,125.192,119.842,NA,0,0,0,90
1218,12,49,848.449,436.529,44414.927,95,125.192,119.842,NA,0,0,0,0
1219,12,50,848.449,436.529,45340.238,110,125.192,119.842,NA,0,0,0,0
1220,12,51,848.449,436.529,46265.549,181,125.192,119.842,NA,0,0,0,0
1221,12,52,848.07,433.5,47190.86,159,128.244,122.885,NA,3.052,0.003,-97.125,-97.125
1222,12,53,847.313,430.85,48116.171,180,131.001,125.633,NA,2.756,0.003,-105.945,-8.82
1223,12,54,847.313,430.85,49041.482,177,131.001,125.633,NA,0,0,0,105.945
1224,12,55,846.935,430.471,49966.793,144,131.536,126.081,NA,0.535,5.786E-4,-135,-135
1225,12,56,846.556,427.443,50892.104,100,134.589,129.124,NA,3.052,0.003,-97.125,37.875
1226,12,57,846.556,427.443,51817.415,64,134.589,129.124,NA,0,0,0,97.125
1227,12,58,846.556,427.443,52742.726,107,134.589,129.124,NA,0,0,0,0
1228,12,59,846.556,427.443,53668.036,65,134.589,129.124,NA,0,0,0,0
1229,12,60,845.42,424.414,54593.347,160,137.823,132.32,NA,3.235,0.003,-110.556,-110.556
1230,12,61,845.42,424.414,55518.658,158,137.823,132.32,NA,0,0,0,110.556
1231,12,62,845.42,424.414,56443.969,71,137.823,132.32,NA,0,0,0,0
1232,12,66,844.663,424.035,57369.28,71,138.67,132.849,NA,0.847,9.149E-4,-153.435,-153.435
1233,12,67,844.663,424.035,58294.591,213,138.67,132.849,NA,0,0,0,153.435
1234,12,68,842.391,417.599,59219.902,81,145.495,139.622,NA,6.825,0.007,-109.44,-109.44
1235,12,69,841.256,414.57,60145.213,167,148.73,142.826,NA,3.235,0.003,-110.556,-1.116
1236,12,70,840.877,411.163,61070.524,98,152.158,146.233,NA,3.428,0.004,-96.34,14.216
1237,12,71,838.605,404.726,61995.835,121,158.984,153.012,NA,6.825,0.007,-109.44,-13.1
1238,12,72,837.848,400.94,62921.146,72,162.845,156.871,NA,3.861,0.004,-101.31,8.13
1239,12,73,836.712,397.154,63846.457,65,166.798,160.815,NA,3.953,0.004,-106.699,-5.389
1240,12,74,836.712,397.154,64771.768,101,166.798,160.815,NA,0,0,0,106.699
1241,12,75,836.334,394.883,65697.079,93,169.1,163.114,NA,2.303,0.002,-99.462,-99.462
1242,12,76,835.955,393.368,66622.39,95,170.662,164.675,NA,1.561,0.002,-104.036,-4.574
1243,12,77,835.955,393.368,67547.701,11,170.662,164.675,NA,0,0,0,104.036
1244,12,78,835.955,393.368,68473.012,58,170.662,164.675,NA,0,0,0,0
1245,12,79,835.577,391.475,69398.323,50,172.592,166.605,NA,1.931,0.002,-101.31,-101.31
1246,12,80,835.577,391.475,70323.634,154,172.592,166.605,NA,0,0,0,101.31
1247,12,81,834.819,388.825,71248.945,93,175.348,169.357,NA,2.756,0.003,-105.945,-105.945
1248,12,82,834.441,386.932,72174.256,128,177.279,171.287,NA,1.931,0.002,-101.31,4.635
1249,12,83,834.441,386.932,73099.567,155,177.279,171.287,NA,0,0,0,101.31
1250,12,84,834.062,385.039,74024.878,66,179.209,173.217,NA,1.931,0.002,-101.31,-101.31
1251,12,85,834.062,385.039,74950.189,84,179.209,173.217,NA,0,0,0,101.31
1252,12,86,834.062,385.039,75875.5,111,179.209,173.217,NA,0,0,0,0
1253,12,87,834.062,385.039,76800.811,38,179.209,173.217,NA,0,0,0,0
1254,12,88,834.062,385.039,77726.122,91,179.209,173.217,NA,0,0,0,0
1255,12,89,834.062,385.039,78651.433,69,179.209,173.217,NA,0,0,0,0
1256,12,90,834.062,385.039,79576.744,49,179.209,173.217,NA,0,0,0,0
1257,12,91,834.062,385.039,80502.055,104,179.209,173.217,NA,0,0,0,0
1258,12,92,833.684,384.282,81427.366,65,180.056,174.039,NA,0.847,9.149E-4,-116.565,-116.565
1259,12,93,833.684,384.282,82352.677,33,180.056,174.039,NA,0,0,0,116.565
1260,12,94,833.684,384.282,83277.988,88,180.056,174.039,NA,0,0,0,0
1261,12,95,833.684,384.282,84203.299,47,180.056,174.039,NA,0,0,0,0
